,StudentId,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore
304,753636,female,group C,associate's degree,standard,completed,married,regularly,yes,2.0,school_bus,5 - 10,76,76,85
305,786173,male,group A,some college,standard,none,,sometimes,yes,7.0,private,5 - 10,69,67,69
306,642642,male,group E,some college,standard,completed,divorced,regularly,yes,5.0,private,5 - 10,100,88,83
307,142719,male,group C,some high school,standard,none,single,regularly,no,2.0,,5 - 10,52,52,45
308,436932,female,group B,associate's degree,free/reduced,none,married,regularly,no,3.0,private,> 10,56,73,70
309,102158,female,group D,high school,free/reduced,,single,regularly,yes,5.0,,< 5,48,56,52
310,255184,female,group B,associate's degree,standard,none,married,sometimes,no,2.0,school_bus,5 - 10,73,76,80
311,790596,male,group B,bachelor's degree,standard,none,married,never,yes,3.0,school_bus,< 5,62,58,54
312,565736,male,group D,bachelor's degree,standard,completed,single,sometimes,yes,0.0,private,,67,61,68
313,247528,female,group C,associate's degree,free/reduced,completed,single,sometimes,yes,2.0,private,> 10,70,68,70
315,221896,male,group C,high school,standard,none,married,regularly,no,3.0,private,5 - 10,73,66,66
316,352570,female,group D,master's degree,standard,completed,widowed,never,yes,3.0,private,5 - 10,74,80,88
317,400002,male,group C,associate's degree,standard,none,single,sometimes,no,1.0,school_bus,5 - 10,83,72,78
318,864377,male,group B,bachelor's degree,standard,none,married,sometimes,yes,,private,< 5,61,69,67
319,296616,female,group D,associate's degree,free/reduced,none,single,regularly,no,1.0,school_bus,< 5,55,64,63
320,476763,female,group C,high school,free/reduced,,divorced,sometimes,yes,2.0,,< 5,64,77,82
321,478387,female,group E,high school,standard,none,married,never,no,3.0,private,> 10,74,85,78
322,717166,female,group C,some college,standard,none,married,regularly,yes,2.0,private,< 5,70,80,80
323,825836,female,group C,some high school,free/reduced,none,married,sometimes,yes,5.0,private,5 - 10,40,52,51
324,269706,female,group C,high school,free/reduced,none,divorced,sometimes,no,1.0,,< 5,39,45,42
325,243600,female,group C,some college,standard,none,single,sometimes,yes,3.0,school_bus,5 - 10,82,90,94
326,310020,male,group C,some college,standard,none,married,sometimes,yes,1.0,school_bus,5 - 10,61,61,62
327,384656,male,group A,some college,free/reduced,none,married,regularly,yes,2.0,school_bus,> 10,29,23,19
328,621361,male,group C,associate's degree,standard,completed,married,sometimes,yes,5.0,school_bus,5 - 10,82,75,77
329,610849,female,group B,some high school,standard,none,married,sometimes,yes,2.0,school_bus,< 5,39,54,49
330,982101,male,group C,high school,standard,none,single,regularly,yes,,school_bus,< 5,70,59,61
331,398831,male,group C,associate's degree,standard,none,,sometimes,no,3.0,private,< 5,45,36,34
332,196854,male,group E,associate's degree,standard,completed,married,never,no,3.0,school_bus,> 10,61,55,52
333,696889,male,group B,associate's degree,standard,none,single,sometimes,yes,1.0,school_bus,5 - 10,90,78,81
334,500881,female,group C,bachelor's degree,standard,none,,sometimes,yes,1.0,,,83,93,95
335,576124,female,group B,some college,free/reduced,none,married,regularly,yes,2.0,,5 - 10,62,69,67
336,144149,male,group D,some high school,standard,completed,married,regularly,no,,private,5 - 10,78,71,70
337,534554,male,group C,associate's degree,standard,none,single,regularly,yes,2.0,,5 - 10,50,51,44
338,941283,female,group B,some high school,free/reduced,none,single,sometimes,no,3.0,school_bus,< 5,23,37,26
339,732525,female,group D,some high school,free/reduced,completed,married,sometimes,yes,3.0,school_bus,5 - 10,35,55,60
340,997840,male,group C,high school,free/reduced,none,married,regularly,yes,1.0,school_bus,> 10,61,62,54
341,673542,female,group C,,standard,none,married,regularly,yes,0.0,,5 - 10,62,74,64
342,409206,female,group B,,standard,completed,single,sometimes,Yes,1.0,school_bus,< 5,66,74,72
343,723078,male,group D,associate's degree,standard,completed,single,sometimes,yes,3.0,private,< 5,64,70,65
344,871623,male,group D,some college,standard,none,,regularly,yes,2.0,school_bus,< 5,78,72,67
345,600298,female,group C,high school,standard,none,married,sometimes,yes,4.0,private,5 - 10,72,80,75
346,571911,male,group B,,standard,none,married,sometimes,noo,2.0,school_bus,5 - 10,62,61,57
347,551573,female,group C,bachelor's degree,standard,completed,married,regularly,yes,0.0,,< 5,76,93,95
349,488598,male,group E,associate's degree,standard,none,divorced,regularly,yes,2.0,private,> 10,92,76,79
350,455087,female,group B,bachelor's degree,standard,none,married,sometimes,yes,0.0,private,5 - 10,52,65,69
351,511478,male,group E,some college,standard,none,married,,no,4.0,school_bus,> 10,67,57,53
352,593812,female,group C,some college,standard,completed,married,sometimes,no,1.0,school_bus,< 5,61,76,78
353,845872,female,group C,associate's degree,standard,none,married,regularly,no,1.0,private,< 5,45,57,57
354,816194,female,group C,some college,standard,none,married,never,yes,2.0,,< 5,55,68,66
355,769311,female,group B,bachelor's degree,standard,none,single,regularly,no,3.0,school_bus,> 10,64,74,73
356,871773,male,group A,,standard,none,married,sometimes,no,2.0,private,5 - 10,63,61,61
357,562095,female,group C,some college,free/reduced,completed,married,sometimes,yes,1.0,private,< 5,40,65,67
359,800339,female,group D,some college,standard,none,divorced,sometimes,no,1.0,private,< 5,77,88,87
360,470032,female,group B,high school,standard,none,married,never,yes,1.0,school_bus,5 - 10,56,61,57
361,599783,male,group B,some high school,standard,completed,single,regularly,yes,3.0,private,5 - 10,87,85,79
362,977665,female,group C,some college,standard,none,single,regularly,no,2.0,private,5 - 10,53,58,59
363,279514,female,group D,some high school,free/reduced,none,single,sometimes,no,3.0,school_bus,< 5,26,33,31
364,594743,male,group C,some college,standard,none,divorced,regularly,yes,1.0,school_bus,5 - 10,60,60,59
365,948031,male,group A,bachelor's degree,free/reduced,completed,married,regularly,no,2.0,private,> 10,51,59,62
366,402574,male,group C,high school,standard,completed,married,sometimes,yes,2.0,,5 - 10,69,58,53
367,619448,male,group C,bachelor's degree,free/reduced,none,married,regularly,,3.0,private,> 10,64,67,63
368,567088,female,group A,some high school,free/reduced,none,single,sometimes,yes,2.0,private,5 - 10,44,64,58
369,901163,female,group D,some high school,standard,none,single,regularly,yes,5.0,school_bus,5 - 10,71,83,84
370,594991,male,group E,some college,standard,none,married,regularly,yes,3.0,private,5 - 10,86,78,72
371,248406,female,group C,some college,free/reduced,completed,single,sometimes,no,4.0,school_bus,5 - 10,45,73,70
372,496135,male,group D,some high school,standard,none,single,sometimes,yes,0.0,private,> 10,76,75,73
373,936326,female,group D,some college,standard,completed,married,sometimes,yes,1.0,private,> 10,84,98,97
374,725368,female,group D,bachelor's degree,standard,none,married,sometimes,yes,0.0,,> 10,60,71,74
376,516663,female,group D,some high school,standard,none,single,sometimes,Yes,2.0,school_bus,> 10,82,91,83
377,606137,female,group D,master's degree,free/reduced,completed,single,sometimes,yes,,private,5 - 10,85,95,100
378,177058,female,group A,some high school,standard,none,single,sometimes,no,1.0,private,> 10,73,84,78
379,787687,male,group A,bachelor's degree,standard,none,married,regularly,yes,1.0,private,5 - 10,67,64,63
380,917632,female,group B,associate's degree,standard,none,single,sometimes,yes,1.0,school_bus,5 - 10,80,86,83
381,520601,male,group C,associate's degree,standard,completed,divorced,sometimes,yes,0.0,private,< 5,84,98,93
382,839306,male,group C,master's degree,free/reduced,none,married,sometimes,no,2.0,,5 - 10,79,82,73
383,101674,female,group E,some high school,free/reduced,none,divorced,regularly,yes,3.0,private,> 10,40,50,47
384,546177,female,group A,some high school,free/reduced,none,divorced,never,no,5.0,private,5 - 10,35,41,40
385,811837,female,group E,some college,standard,none,divorced,regularly,yes,2.0,private,5 - 10,69,77,76
386,693576,female,group E,bachelor's degree,standard,none,single,sometimes,yes,0.0,school_bus,< 5,62,71,68
387,103525,female,group C,,free/reduced,none,widowed,regularly,yes,4.0,school_bus,5 - 10,58,79,68
388,768500,female,group D,high school,standard,none,single,sometimes,yes,3.0,private,5 - 10,62,64,64
389,112681,male,group D,master's degree,standard,none,married,sometimes,no,1.0,school_bus,< 5,71,70,75
390,240916,male,group E,some high school,free/reduced,completed,single,regularly,yes,0.0,private,5 - 10,75,68,60
391,715701,female,group D,some college,standard,none,single,sometimes,no,3.0,private,< 5,74,66,75
392,971242,male,group E,some college,standard,none,married,sometimes,yes,3.0,school_bus,> 10,78,68,68
393,898484,male,group C,associate's degree,standard,completed,divorced,regularly,yes,4.0,private,> 10,60,55,58
394,577565,female,group C,some high school,standard,completed,single,sometimes,no,,school_bus,5 - 10,65,74,77
396,687002,female,group B,high school,free/reduced,none,married,never,no,5.0,school_bus,5 - 10,48,65,61
398,423275,male,group B,some high school,standard,none,single,regularly,yes,0.0,school_bus,< 5,73,62,57
399,422427,male,group D,some high school,standard,none,single,never,no,4.0,private,< 5,56,57,51
400,506385,female,group C,some high school,standard,completed,married,regularly,yes,3.0,private,5 - 10,60,54,68
401,501447,male,group A,some college,standard,,married,sometimes,no,1.0,school_bus,,53,43,43
402,213203,female,group A,some college,free/reduced,none,married,regularly,no,2.0,school_bus,> 10,51,66,57
403,876338,female,group D,high school,standard,completed,single,sometimes,yes,4.0,private,5 - 10,88,99,100
404,185075,female,group C,high school,standard,none,single,regularly,yes,0.0,school_bus,5 - 10,55,59,63
405,104360,female,group C,some high school,standard,none,married,regularly,yes,,,< 5,62,72,68
406,250518,male,group B,associate's degree,standard,completed,married,regularly,no,3.0,school_bus,> 10,68,66,65
407,194122,female,group B,associate's degree,standard,,married,regularly,yes,3.0,school_bus,5 - 10,84,81,78
408,689653,female,group D,high school,free/reduced,completed,divorced,sometimes,no,2.0,school_bus,5 - 10,52,57,56
409,557306,male,group D,associate's degree,standard,completed,widowed,never,no,5.0,school_bus,> 10,86,83,84
410,515513,female,group D,master's degree,standard,completed,,regularly,yes,2.0,private,5 - 10,72,73,78
411,502145,male,,some college,standard,completed,widowed,regularly,yes,4.0,school_bus,5 - 10,86,84,79
412,688856,male,group D,associate's degree,standard,none,married,sometimes,yes,3.0,private,,71,66,60
414,647167,female,group C,,free/reduced,,married,regularly,yes,3.0,school_bus,5 - 10,52,73,80
415,237137,male,group E,high school,standard,none,single,regularly,no,3.0,private,5 - 10,86,74,70
416,701218,male,group C,bachelor's degree,standard,completed,married,sometimes,yes,3.0,private,< 5,68,72,66
417,844849,male,group C,associate's degree,standard,none,married,sometimes,yes,3.0,,< 5,71,71,65
418,537967,male,group D,some college,standard,none,married,regularly,no,4.0,private,5 - 10,70,59,63
419,770222,male,group E,high school,free/reduced,completed,married,sometimes,no,3.0,private,5 - 10,57,56,54
421,177549,female,group D,high school,standard,completed,married,regularly,no,2.0,,< 5,56,57,64
422,941874,female,group D,master's degree,free/reduced,completed,divorced,never,yes,0.0,private,> 10,47,59,68
423,148985,female,group A,some high school,standard,completed,married,sometimes,yes,0.0,,< 5,57,83,78
424,221565,male,,some college,free/reduced,none,married,,no,2.0,private,5 - 10,41,39,34
425,762685,female,,some college,free/reduced,none,single,sometimes,yes,3.0,school_bus,< 5,60,65,60
426,205482,male,group C,bachelor's degree,standard,none,married,regularly,nein,2.0,school_bus,5 - 10,88,84,88
427,732222,male,group C,some high school,free/reduced,none,single,regularly,yes,0.0,private,5 - 10,71,72,66
428,679536,male,group A,some high school,free/reduced,,single,sometimes,yes,1.0,private,,65,59,53
429,701718,male,group C,some high school,free/reduced,none,married,sometimes,no,3.0,school_bus,> 10,70,63,55
430,567587,male,,associate's degree,free/reduced,none,married,sometimes,,1.0,private,< 5,62,65,57
431,636537,female,group C,high school,standard,none,single,sometimes,noo,3.0,school_bus,,61,72,70
432,625455,male,group C,high school,standard,none,single,never,yes,4.0,school_bus,< 5,57,54,52
433,957533,female,group A,some high school,free/reduced,none,divorced,sometimes,no,,school_bus,< 5,45,58,49
434,645105,male,group C,,standard,none,married,sometimes,no,1.0,,> 10,75,66,67
435,386548,male,,some college,free/reduced,completed,married,sometimes,ye,7.0,private,5 - 10,50,48,53
436,472160,male,group D,associate's degree,standard,none,married,regularly,yes,3.0,school_bus,5 - 10,77,69,65
437,500309,male,group D,,free/reduced,none,divorced,sometimes,yes,1.0,private,5 - 10,75,66,73
438,187505,male,group C,high school,standard,,single,regularly,yes,0.0,school_bus,< 5,69,55,51
439,996464,male,group D,some high school,standard,completed,married,sometimes,,0.0,school_bus,5 - 10,89,88,82
440,398354,female,group C,,standard,completed,single,regularly,no,1.0,school_bus,5 - 10,69,82,80
441,397681,female,group D,high school,standard,none,married,sometimes,yes,2.0,,,78,81,80
442,830531,female,group A,some high school,free/reduced,none,married,sometimes,yes,2.0,school_bus,5 - 10,59,73,69
443,596689,female,,associate's degree,standard,none,,sometimes,no,1.0,school_bus,< 5,70,81,74
444,158791,male,group A,some high school,free/reduced,none,married,sometimes,yes,0.0,school_bus,5 - 10,79,82,73
445,455660,female,group C,some high school,standard,completed,divorced,regularly,,3.0,,5 - 10,69,75,78
446,473223,male,group D,some college,free/reduced,none,,regularly,yes,1.0,school_bus,> 10,73,67,62
447,220391,male,group C,high school,standard,completed,single,regularly,yes,2.0,school_bus,> 10,91,83,83
448,739613,male,group B,high school,standard,none,widowed,regularly,si,4.0,school_bus,5 - 10,48,46,43
449,481607,male,group B,associate's degree,standard,none,single,regularly,yes,,school_bus,5 - 10,83,74,73
450,417521,female,group C,some college,free/reduced,completed,divorced,sometimes,yeah,3.0,private,5 - 10,64,85,85
451,629692,female,group E,some college,standard,none,married,sometimes,,5.0,school_bus,5 - 10,100,92,97
452,821655,female,group C,associate's degree,free/reduced,none,married,regularly,no,1.0,school_bus,> 10,68,79,77
453,998039,male,group C,some college,free/reduced,none,married,never,yes,3.0,private,> 10,64,57,48
