,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore,Gender_female,Gender_male,LunchType_free/reduced,LunchType_standard
274,male,0,5,standard,1,1,2,1,7.0,0,0,69,67,69,0.0,1.0,0.0,1.0
275,male,4,5,standard,0,0,1,1,5.0,0,0,100,88,83,0.0,1.0,0.0,1.0
276,male,2,6,standard,1,2,1,0,2.0,2,0,52,52,45,0.0,1.0,0.0,1.0
277,female,1,0,free/reduced,1,1,1,0,3.0,0,2,56,73,70,1.0,0.0,1.0,0.0
278,female,3,2,free/reduced,1,2,1,1,5.0,2,1,48,56,52,1.0,0.0,1.0,0.0
279,female,1,0,standard,1,1,2,0,2.0,1,0,73,76,80,1.0,0.0,0.0,1.0
280,male,1,1,standard,1,1,0,1,3.0,1,1,62,58,54,0.0,1.0,0.0,1.0
281,male,3,1,standard,0,2,2,1,0.0,0,0,67,61,68,0.0,1.0,0.0,1.0
282,female,2,0,free/reduced,0,2,2,1,2.0,0,2,70,68,70,1.0,0.0,1.0,0.0
283,male,2,2,standard,1,1,1,0,3.0,0,0,73,66,66,0.0,1.0,0.0,1.0
284,female,3,3,standard,0,3,0,1,3.0,0,0,74,80,88,1.0,0.0,0.0,1.0
285,male,2,0,standard,1,2,2,0,1.0,1,0,83,72,78,0.0,1.0,0.0,1.0
286,male,1,1,standard,1,1,2,1,2.0,0,1,61,69,67,0.0,1.0,0.0,1.0
287,female,3,0,free/reduced,1,2,1,0,1.0,1,1,55,64,63,1.0,0.0,1.0,0.0
288,female,2,2,free/reduced,1,0,2,1,2.0,2,1,64,77,82,1.0,0.0,1.0,0.0
289,female,4,2,standard,1,1,0,0,3.0,0,2,74,85,78,1.0,0.0,0.0,1.0
290,female,2,5,standard,1,1,1,1,2.0,0,1,70,80,80,1.0,0.0,0.0,1.0
291,female,2,6,free/reduced,1,1,2,1,5.0,0,0,40,52,51,1.0,0.0,1.0,0.0
292,female,2,2,free/reduced,1,0,2,0,1.0,2,1,39,45,42,1.0,0.0,1.0,0.0
293,female,2,5,standard,1,2,2,1,3.0,1,0,82,90,94,1.0,0.0,0.0,1.0
294,male,2,5,standard,1,1,2,1,1.0,1,0,61,61,62,0.0,1.0,0.0,1.0
295,male,0,5,free/reduced,1,1,1,1,2.0,1,2,29,23,19,0.0,1.0,1.0,0.0
296,male,2,0,standard,0,1,2,1,5.0,1,0,82,75,77,0.0,1.0,0.0,1.0
297,female,1,6,standard,1,1,2,1,2.0,1,1,39,54,49,1.0,0.0,0.0,1.0
298,male,2,2,standard,1,2,1,1,2.0,1,1,70,59,61,0.0,1.0,0.0,1.0
299,male,2,0,standard,1,1,2,0,3.0,0,1,45,36,34,0.0,1.0,0.0,1.0
300,male,4,0,standard,0,1,0,0,3.0,1,2,61,55,52,0.0,1.0,0.0,1.0
301,male,1,0,standard,1,2,2,1,1.0,1,0,90,78,81,0.0,1.0,0.0,1.0
302,female,2,1,standard,1,1,2,1,1.0,2,0,83,93,95,1.0,0.0,0.0,1.0
303,female,1,5,free/reduced,1,1,1,1,2.0,2,0,62,69,67,1.0,0.0,1.0,0.0
304,male,3,6,standard,0,1,1,0,2.0,0,0,78,71,70,0.0,1.0,0.0,1.0
305,male,2,0,standard,1,2,1,1,2.0,2,0,50,51,44,0.0,1.0,0.0,1.0
306,female,1,6,free/reduced,1,2,2,0,3.0,1,1,23,37,26,1.0,0.0,1.0,0.0
307,female,3,6,free/reduced,0,1,2,1,3.0,1,0,35,55,60,1.0,0.0,1.0,0.0
308,male,2,2,free/reduced,1,1,1,1,1.0,1,2,61,62,54,0.0,1.0,1.0,0.0
309,female,2,4,standard,1,1,1,1,0.0,2,0,62,74,64,1.0,0.0,0.0,1.0
310,female,1,4,standard,0,2,2,1,1.0,1,1,66,74,72,1.0,0.0,0.0,1.0
311,male,3,0,standard,0,2,2,1,3.0,0,1,64,70,65,0.0,1.0,0.0,1.0
312,male,3,5,standard,1,1,1,1,2.0,1,1,78,72,67,0.0,1.0,0.0,1.0
313,female,2,2,standard,1,1,2,1,4.0,0,0,72,80,75,1.0,0.0,0.0,1.0
314,male,1,4,standard,1,1,2,0,2.0,1,0,62,61,57,0.0,1.0,0.0,1.0
315,female,2,1,standard,0,1,1,1,0.0,2,1,76,93,95,1.0,0.0,0.0,1.0
316,male,4,0,standard,1,0,1,1,2.0,0,2,92,76,79,0.0,1.0,0.0,1.0
317,female,1,1,standard,1,1,2,1,0.0,0,0,52,65,69,1.0,0.0,0.0,1.0
318,female,2,5,standard,0,1,2,0,1.0,1,1,61,76,78,1.0,0.0,0.0,1.0
319,female,2,0,standard,1,1,1,0,1.0,0,1,45,57,57,1.0,0.0,0.0,1.0
320,female,2,5,standard,1,1,0,1,2.0,2,1,55,68,66,1.0,0.0,0.0,1.0
321,female,1,1,standard,1,2,1,0,3.0,1,2,64,74,73,1.0,0.0,0.0,1.0
322,male,0,4,standard,1,1,2,0,2.0,0,0,63,61,61,0.0,1.0,0.0,1.0
323,female,2,5,free/reduced,0,1,2,1,1.0,0,1,40,65,67,1.0,0.0,1.0,0.0
324,female,3,5,standard,1,0,2,0,1.0,0,1,77,88,87,1.0,0.0,0.0,1.0
325,female,1,2,standard,1,1,0,1,1.0,1,0,56,61,57,1.0,0.0,0.0,1.0
326,male,1,6,standard,0,2,1,1,3.0,0,0,87,85,79,0.0,1.0,0.0,1.0
327,female,2,5,standard,1,2,1,0,2.0,0,0,53,58,59,1.0,0.0,0.0,1.0
328,female,3,6,free/reduced,1,2,2,0,3.0,1,1,26,33,31,1.0,0.0,1.0,0.0
329,male,2,5,standard,1,0,1,1,1.0,1,0,60,60,59,0.0,1.0,0.0,1.0
330,male,0,1,free/reduced,0,1,1,0,2.0,0,2,51,59,62,0.0,1.0,1.0,0.0
331,male,2,2,standard,0,1,2,1,2.0,2,0,69,58,53,0.0,1.0,0.0,1.0
332,female,0,6,free/reduced,1,2,2,1,2.0,0,0,44,64,58,1.0,0.0,1.0,0.0
333,female,3,6,standard,1,2,1,1,5.0,1,0,71,83,84,1.0,0.0,0.0,1.0
334,male,4,5,standard,1,1,1,1,3.0,0,0,86,78,72,0.0,1.0,0.0,1.0
335,female,2,5,free/reduced,0,2,2,0,4.0,1,0,45,73,70,1.0,0.0,1.0,0.0
336,male,3,6,standard,1,2,2,1,0.0,0,2,76,75,73,0.0,1.0,0.0,1.0
337,female,3,5,standard,0,1,2,1,1.0,0,2,84,98,97,1.0,0.0,0.0,1.0
338,female,3,1,standard,1,1,2,1,0.0,2,2,60,71,74,1.0,0.0,0.0,1.0
339,female,3,6,standard,1,2,2,1,2.0,1,2,82,91,83,1.0,0.0,0.0,1.0
340,female,3,3,free/reduced,0,2,2,1,2.0,0,0,85,95,100,1.0,0.0,1.0,0.0
341,female,0,6,standard,1,2,2,0,1.0,0,2,73,84,78,1.0,0.0,0.0,1.0
342,male,0,1,standard,1,1,1,1,1.0,0,0,67,64,63,0.0,1.0,0.0,1.0
343,female,1,0,standard,1,2,2,1,1.0,1,0,80,86,83,1.0,0.0,0.0,1.0
344,male,2,0,standard,0,0,2,1,0.0,0,1,84,98,93,0.0,1.0,0.0,1.0
345,male,2,3,free/reduced,1,1,2,0,2.0,2,0,79,82,73,0.0,1.0,1.0,0.0
346,female,4,6,free/reduced,1,0,1,1,3.0,0,2,40,50,47,1.0,0.0,1.0,0.0
347,female,0,6,free/reduced,1,0,0,0,5.0,0,0,35,41,40,1.0,0.0,1.0,0.0
348,female,4,5,standard,1,0,1,1,2.0,0,0,69,77,76,1.0,0.0,0.0,1.0
349,female,4,1,standard,1,2,2,1,0.0,1,1,62,71,68,1.0,0.0,0.0,1.0
350,female,2,4,free/reduced,1,3,1,1,4.0,1,0,58,79,68,1.0,0.0,1.0,0.0
351,female,3,2,standard,1,2,2,1,3.0,0,0,62,64,64,1.0,0.0,0.0,1.0
352,male,3,3,standard,1,1,2,0,1.0,1,1,71,70,75,0.0,1.0,0.0,1.0
353,male,4,6,free/reduced,0,2,1,1,0.0,0,0,75,68,60,0.0,1.0,1.0,0.0
354,female,3,5,standard,1,2,2,0,3.0,0,1,74,66,75,1.0,0.0,0.0,1.0
355,male,4,5,standard,1,1,2,1,3.0,1,2,78,68,68,0.0,1.0,0.0,1.0
356,male,2,0,standard,0,0,1,1,4.0,0,2,60,55,58,0.0,1.0,0.0,1.0
357,female,2,6,standard,0,2,2,0,2.0,1,0,65,74,77,1.0,0.0,0.0,1.0
358,female,1,2,free/reduced,1,1,0,0,5.0,1,0,48,65,61,1.0,0.0,1.0,0.0
359,male,1,6,standard,1,2,1,1,0.0,1,1,73,62,57,0.0,1.0,0.0,1.0
360,male,3,6,standard,1,2,0,0,4.0,0,1,56,57,51,0.0,1.0,0.0,1.0
361,female,2,6,standard,0,1,1,1,3.0,0,0,60,54,68,1.0,0.0,0.0,1.0
362,male,0,5,standard,1,1,2,0,1.0,1,0,53,43,43,0.0,1.0,0.0,1.0
363,female,0,5,free/reduced,1,1,1,0,2.0,1,2,51,66,57,1.0,0.0,1.0,0.0
364,female,3,2,standard,0,2,2,1,4.0,0,0,88,99,100,1.0,0.0,0.0,1.0
365,female,2,2,standard,1,2,1,1,0.0,1,0,55,59,63,1.0,0.0,0.0,1.0
366,female,2,6,standard,1,1,1,1,2.0,2,1,62,72,68,1.0,0.0,0.0,1.0
367,male,1,0,standard,0,1,1,0,3.0,1,2,68,66,65,0.0,1.0,0.0,1.0
368,female,1,0,standard,1,1,1,1,3.0,1,0,84,81,78,1.0,0.0,0.0,1.0
369,female,3,2,free/reduced,0,0,2,0,2.0,1,0,52,57,56,1.0,0.0,1.0,0.0
370,male,3,0,standard,0,3,0,0,5.0,1,2,86,83,84,0.0,1.0,0.0,1.0
371,female,3,3,standard,0,1,1,1,2.0,0,0,72,73,78,1.0,0.0,0.0,1.0
372,male,2,5,standard,0,3,1,1,4.0,1,0,86,84,79,0.0,1.0,0.0,1.0
373,male,3,0,standard,1,1,2,1,3.0,0,0,71,66,60,0.0,1.0,0.0,1.0
374,female,2,4,free/reduced,1,1,1,1,3.0,1,0,52,73,80,1.0,0.0,1.0,0.0
375,male,4,2,standard,1,2,1,0,3.0,0,0,86,74,70,0.0,1.0,0.0,1.0
376,male,2,1,standard,0,1,2,1,3.0,0,1,68,72,66,0.0,1.0,0.0,1.0
377,male,2,0,standard,1,1,2,1,3.0,2,1,71,71,65,0.0,1.0,0.0,1.0
378,male,3,5,standard,1,1,1,0,4.0,0,0,70,59,63,0.0,1.0,0.0,1.0
379,male,4,2,free/reduced,0,1,2,0,3.0,0,0,57,56,54,0.0,1.0,1.0,0.0
380,female,3,2,standard,0,1,1,0,2.0,2,1,56,57,64,1.0,0.0,0.0,1.0
381,female,3,3,free/reduced,0,0,0,1,0.0,0,2,47,59,68,1.0,0.0,1.0,0.0
382,female,0,6,standard,0,1,2,1,0.0,2,1,57,83,78,1.0,0.0,0.0,1.0
383,female,2,5,free/reduced,1,2,2,1,3.0,1,1,60,65,60,1.0,0.0,1.0,0.0
384,male,2,1,standard,1,1,1,0,2.0,1,0,88,84,88,0.0,1.0,0.0,1.0
385,male,2,6,free/reduced,1,2,1,1,0.0,0,0,71,72,66,0.0,1.0,1.0,0.0
386,male,0,6,free/reduced,1,2,2,1,1.0,0,0,65,59,53,0.0,1.0,1.0,0.0
387,male,2,6,free/reduced,1,1,2,0,3.0,1,2,70,63,55,0.0,1.0,1.0,0.0
388,female,2,2,standard,1,2,2,0,3.0,1,0,61,72,70,1.0,0.0,0.0,1.0
389,male,2,2,standard,1,2,0,1,4.0,1,1,57,54,52,0.0,1.0,0.0,1.0
390,female,0,6,free/reduced,1,0,2,0,2.0,1,1,45,58,49,1.0,0.0,1.0,0.0
391,male,2,4,standard,1,1,2,0,1.0,2,2,75,66,67,0.0,1.0,0.0,1.0
392,male,2,5,free/reduced,0,1,2,1,7.0,0,0,50,48,53,0.0,1.0,1.0,0.0
393,male,3,0,standard,1,1,1,1,3.0,1,0,77,69,65,0.0,1.0,0.0,1.0
394,male,3,4,free/reduced,1,0,2,1,1.0,0,0,75,66,73,0.0,1.0,1.0,0.0
395,male,2,2,standard,1,2,1,1,0.0,1,1,69,55,51,0.0,1.0,0.0,1.0
396,female,2,4,standard,0,2,1,0,1.0,1,0,69,82,80,1.0,0.0,0.0,1.0
397,female,3,2,standard,1,1,2,1,2.0,2,0,78,81,80,1.0,0.0,0.0,1.0
398,female,0,6,free/reduced,1,1,2,1,2.0,1,0,59,73,69,1.0,0.0,1.0,0.0
399,female,2,0,standard,1,1,2,0,1.0,1,1,70,81,74,1.0,0.0,0.0,1.0
400,male,0,6,free/reduced,1,1,2,1,0.0,1,0,79,82,73,0.0,1.0,1.0,0.0
401,male,3,5,free/reduced,1,1,1,1,1.0,1,2,73,67,62,0.0,1.0,1.0,0.0
402,male,2,2,standard,0,2,1,1,2.0,1,2,91,83,83,0.0,1.0,0.0,1.0
403,male,1,2,standard,1,3,1,1,4.0,1,0,48,46,43,0.0,1.0,0.0,1.0
404,male,1,0,standard,1,2,1,1,2.0,1,0,83,74,73,0.0,1.0,0.0,1.0
405,female,2,5,free/reduced,0,0,2,1,3.0,0,0,64,85,85,1.0,0.0,1.0,0.0
406,female,2,0,free/reduced,1,1,1,0,1.0,1,2,68,79,77,1.0,0.0,1.0,0.0
407,male,2,5,free/reduced,1,1,0,1,3.0,0,2,64,57,48,0.0,1.0,1.0,0.0
408,female,2,0,free/reduced,1,1,1,1,3.0,0,0,54,61,63,1.0,0.0,1.0,0.0
409,male,2,1,free/reduced,1,1,2,1,0.0,1,0,37,56,47,0.0,1.0,1.0,0.0
410,female,3,1,standard,1,0,2,0,3.0,1,0,79,89,89,1.0,0.0,0.0,1.0
411,male,3,0,free/reduced,1,2,1,1,1.0,2,0,54,54,49,0.0,1.0,1.0,0.0
412,male,1,2,standard,1,1,2,0,4.0,2,0,72,65,68,0.0,1.0,0.0,1.0
413,male,2,1,free/reduced,1,1,1,0,1.0,0,1,52,57,55,0.0,1.0,1.0,0.0
414,male,1,5,free/reduced,1,1,2,1,1.0,1,0,54,54,45,0.0,1.0,1.0,0.0
415,female,4,5,standard,1,0,0,0,1.0,0,0,68,68,74,1.0,0.0,0.0,1.0
416,female,2,5,free/reduced,1,3,2,1,4.0,1,0,77,90,91,1.0,0.0,1.0,0.0
417,male,0,1,standard,0,0,2,1,2.0,0,0,75,58,62,0.0,1.0,0.0,1.0
418,female,2,5,standard,1,1,2,0,4.0,2,0,84,87,91,1.0,0.0,0.0,1.0
419,female,3,0,free/reduced,1,0,2,0,1.0,1,2,26,31,38,1.0,0.0,1.0,0.0
420,male,0,2,free/reduced,0,1,1,0,7.0,1,2,76,69,67,0.0,1.0,1.0,0.0
421,female,0,2,free/reduced,0,2,1,1,3.0,0,0,79,89,87,1.0,0.0,1.0,0.0
422,male,2,5,standard,1,1,1,1,2.0,0,0,93,75,77,0.0,1.0,0.0,1.0
423,female,2,0,standard,0,0,2,0,1.0,0,0,83,85,90,1.0,0.0,0.0,1.0
424,female,2,2,standard,1,1,1,1,0.0,0,1,62,68,74,1.0,0.0,0.0,1.0
425,female,2,0,standard,0,1,2,1,4.0,1,0,68,86,84,1.0,0.0,0.0,1.0
426,female,3,6,standard,1,1,2,0,5.0,0,2,57,66,60,1.0,0.0,0.0,1.0
427,female,1,0,standard,1,2,2,1,2.0,0,0,90,90,91,1.0,0.0,0.0,1.0
428,female,3,1,standard,0,1,2,1,3.0,2,2,73,77,84,1.0,0.0,0.0,1.0
429,male,4,1,standard,0,2,2,1,2.0,1,0,76,62,66,0.0,1.0,0.0,1.0
430,male,3,4,standard,1,1,2,0,1.0,1,0,80,68,72,0.0,1.0,0.0,1.0
431,female,3,3,standard,1,2,0,1,1.0,0,0,53,64,70,1.0,0.0,0.0,1.0
432,male,4,0,standard,1,2,2,1,4.0,1,2,78,72,68,0.0,1.0,0.0,1.0
433,male,1,2,standard,0,1,2,1,1.0,0,0,73,71,68,0.0,1.0,0.0,1.0
434,female,3,0,free/reduced,1,1,2,1,3.0,1,0,52,59,56,1.0,0.0,1.0,0.0
435,male,2,5,free/reduced,1,1,2,1,2.0,0,2,70,69,62,0.0,1.0,1.0,0.0
436,male,0,2,standard,1,0,2,1,2.0,0,0,59,52,46,0.0,1.0,0.0,1.0
437,female,1,0,standard,1,2,1,0,3.0,1,1,48,51,54,1.0,0.0,0.0,1.0
438,male,2,2,standard,1,1,2,0,2.0,1,1,67,72,69,0.0,1.0,0.0,1.0
439,male,3,5,free/reduced,1,1,2,1,3.0,0,0,61,47,56,0.0,1.0,1.0,0.0
440,male,1,6,standard,0,0,1,1,1.0,1,0,65,53,58,0.0,1.0,0.0,1.0
441,male,0,0,free/reduced,0,1,0,1,5.0,1,0,76,80,79,0.0,1.0,1.0,0.0
442,female,0,0,free/reduced,1,1,1,0,1.0,1,1,64,84,76,1.0,0.0,1.0,0.0
443,female,2,5,standard,1,1,2,0,1.0,1,0,83,83,90,1.0,0.0,0.0,1.0
444,female,2,1,standard,1,1,2,1,6.0,1,1,78,86,88,1.0,0.0,0.0,1.0
445,female,1,2,standard,1,0,1,1,2.0,1,1,53,63,68,1.0,0.0,0.0,1.0
446,male,3,2,standard,0,0,2,1,4.0,0,0,68,64,66,0.0,1.0,0.0,1.0
447,female,2,5,standard,1,1,1,0,3.0,1,1,53,47,52,1.0,0.0,0.0,1.0
448,female,3,5,free/reduced,0,1,2,0,1.0,1,0,59,78,76,1.0,0.0,1.0,0.0
449,male,4,5,standard,1,1,2,1,3.0,1,1,73,69,70,0.0,1.0,0.0,1.0
450,female,3,3,standard,1,1,2,1,2.0,1,0,74,80,84,1.0,0.0,0.0,1.0
451,female,1,0,standard,0,1,2,1,0.0,0,1,91,85,90,1.0,0.0,0.0,1.0
452,male,2,5,free/reduced,1,0,2,1,0.0,1,0,63,61,54,0.0,1.0,1.0,0.0
453,female,4,0,standard,0,1,1,1,3.0,1,2,100,91,96,1.0,0.0,0.0,1.0
454,female,3,3,free/reduced,1,2,1,1,1.0,0,0,41,61,57,1.0,0.0,1.0,0.0
455,female,1,6,standard,1,1,2,1,3.0,1,1,79,80,78,1.0,0.0,0.0,1.0
456,male,0,2,standard,1,1,1,1,1.0,1,0,70,71,67,0.0,1.0,0.0,1.0
457,male,2,4,standard,1,2,2,0,3.0,0,0,79,78,77,0.0,1.0,0.0,1.0
458,female,2,1,standard,1,1,1,0,1.0,0,0,88,93,89,1.0,0.0,0.0,1.0
459,male,3,5,standard,1,1,2,0,3.0,2,0,76,71,73,0.0,1.0,0.0,1.0
460,male,0,4,standard,1,1,2,1,2.0,2,1,62,49,42,0.0,1.0,0.0,1.0
461,male,3,6,free/reduced,1,1,1,0,2.0,1,1,61,48,52,0.0,1.0,1.0,0.0
462,female,1,6,standard,0,0,1,1,3.0,0,0,55,61,63,1.0,0.0,0.0,1.0
463,female,1,3,free/reduced,0,2,2,1,3.0,1,0,77,97,94,1.0,0.0,1.0,0.0
464,female,2,6,standard,0,1,2,0,1.0,0,0,76,87,85,1.0,0.0,0.0,1.0
465,female,3,5,standard,1,1,2,0,1.0,0,0,74,89,84,1.0,0.0,0.0,1.0
466,female,4,5,standard,0,0,0,1,1.0,1,0,64,72,71,1.0,0.0,0.0,1.0
467,female,3,6,standard,0,2,1,0,1.0,1,0,67,79,79,1.0,0.0,0.0,1.0
468,female,1,2,free/reduced,0,1,2,0,5.0,1,0,67,78,79,1.0,0.0,1.0,0.0
469,male,3,4,standard,1,1,2,0,3.0,0,0,71,49,52,0.0,1.0,0.0,1.0
470,female,2,0,standard,1,2,2,1,4.0,0,0,91,86,84,1.0,0.0,0.0,1.0
471,male,2,1,standard,1,1,2,1,5.0,0,2,71,58,58,0.0,1.0,0.0,1.0
472,male,2,3,free/reduced,1,3,1,1,2.0,2,0,56,61,52,0.0,1.0,1.0,0.0
473,male,2,2,standard,0,1,2,0,2.0,0,0,53,52,49,0.0,1.0,0.0,1.0
474,male,2,5,standard,1,2,2,1,3.0,0,2,70,60,60,0.0,1.0,0.0,1.0
475,male,2,6,free/reduced,0,2,2,1,4.0,1,1,54,60,58,0.0,1.0,1.0,0.0
476,female,2,2,free/reduced,1,0,2,1,2.0,2,0,36,53,43,1.0,0.0,1.0,0.0
477,female,3,1,free/reduced,1,2,2,0,2.0,0,1,28,40,46,1.0,0.0,1.0,0.0
478,female,2,0,standard,1,1,0,0,1.0,0,0,60,72,68,1.0,0.0,0.0,1.0
479,female,2,6,standard,1,1,0,1,2.0,0,0,45,53,51,1.0,0.0,0.0,1.0
480,male,4,0,standard,0,2,2,1,2.0,1,1,60,60,56,0.0,1.0,0.0,1.0
481,female,4,0,standard,0,1,2,0,4.0,1,0,79,88,94,1.0,0.0,0.0,1.0
482,male,1,2,standard,0,1,2,0,1.0,1,2,75,70,69,0.0,1.0,0.0,1.0
483,female,2,1,free/reduced,0,1,2,1,5.0,0,0,66,83,83,1.0,0.0,1.0,0.0
484,male,2,0,standard,0,2,0,0,2.0,2,1,47,58,55,0.0,1.0,0.0,1.0
485,female,3,2,standard,1,1,0,1,1.0,1,0,49,65,60,1.0,0.0,0.0,1.0
486,male,2,1,standard,0,1,2,0,2.0,1,1,82,65,69,0.0,1.0,0.0,1.0
487,male,0,0,standard,0,1,2,0,3.0,1,2,99,93,87,0.0,1.0,0.0,1.0
488,male,2,2,standard,0,1,2,0,1.0,0,0,75,69,68,0.0,1.0,0.0,1.0
489,male,2,0,free/reduced,1,2,2,0,2.0,1,1,76,80,78,0.0,1.0,1.0,0.0
490,female,2,0,standard,1,0,1,1,3.0,0,0,83,78,80,1.0,0.0,0.0,1.0
491,female,3,0,standard,1,2,1,0,2.0,0,2,86,97,93,1.0,0.0,0.0,1.0
492,female,3,4,standard,1,1,2,1,2.0,2,0,64,63,66,1.0,0.0,0.0,1.0
493,male,4,6,free/reduced,0,1,1,1,1.0,1,0,80,84,82,0.0,1.0,1.0,0.0
494,female,0,6,standard,0,1,2,1,3.0,1,0,92,100,97,1.0,0.0,0.0,1.0
495,male,2,2,standard,0,0,1,1,2.0,0,1,71,66,64,0.0,1.0,0.0,1.0
496,female,2,2,free/reduced,1,1,1,1,5.0,1,1,61,66,64,1.0,0.0,1.0,0.0
497,male,2,3,standard,1,1,2,1,1.0,1,1,77,72,69,0.0,1.0,0.0,1.0
498,male,2,6,free/reduced,1,1,2,1,0.0,2,1,76,74,63,0.0,1.0,1.0,0.0
499,male,1,1,free/reduced,0,1,1,0,2.0,0,0,89,91,90,0.0,1.0,1.0,0.0
500,female,1,4,standard,1,1,0,0,3.0,0,0,38,47,48,1.0,0.0,0.0,1.0
501,male,3,5,free/reduced,1,1,1,0,2.0,0,0,79,62,65,0.0,1.0,1.0,0.0
502,male,4,0,standard,1,0,1,1,1.0,0,2,56,46,41,0.0,1.0,0.0,1.0
503,female,2,5,free/reduced,1,2,1,0,2.0,0,2,33,40,34,1.0,0.0,1.0,0.0
504,male,2,3,free/reduced,1,2,1,1,1.0,1,0,63,69,69,0.0,1.0,1.0,0.0
505,female,1,0,free/reduced,1,2,2,0,2.0,1,1,51,68,68,1.0,0.0,1.0,0.0
506,male,3,6,standard,1,1,2,1,2.0,1,2,75,66,63,0.0,1.0,0.0,1.0
507,female,3,5,standard,0,0,2,1,3.0,1,0,74,75,79,1.0,0.0,0.0,1.0
508,female,2,5,standard,1,2,1,1,3.0,1,2,66,76,77,1.0,0.0,0.0,1.0
509,male,2,1,standard,0,1,1,0,2.0,1,1,95,89,92,0.0,1.0,0.0,1.0
510,female,3,5,free/reduced,0,0,2,1,1.0,2,0,63,80,80,1.0,0.0,1.0,0.0
511,male,1,0,standard,1,0,2,0,2.0,1,1,46,42,44,0.0,1.0,0.0,1.0
512,female,4,1,free/reduced,0,2,0,0,4.0,0,0,89,98,97,1.0,0.0,1.0,0.0
513,male,1,2,free/reduced,1,1,1,1,6.0,0,1,62,47,47,0.0,1.0,1.0,0.0
514,male,2,1,free/reduced,1,2,1,1,2.0,0,0,70,69,68,0.0,1.0,1.0,0.0
515,male,1,4,standard,0,0,1,1,1.0,0,0,73,76,71,0.0,1.0,0.0,1.0
516,male,0,1,standard,1,1,0,1,1.0,1,0,88,94,89,0.0,1.0,0.0,1.0
517,female,2,5,standard,1,2,2,0,5.0,0,2,54,62,57,1.0,0.0,0.0,1.0
518,female,2,2,free/reduced,0,1,2,1,1.0,1,0,50,66,64,1.0,0.0,1.0,0.0
519,female,2,2,standard,1,1,2,0,1.0,0,2,76,82,72,1.0,0.0,0.0,1.0
520,male,0,0,free/reduced,1,1,2,1,7.0,1,0,40,55,53,0.0,1.0,1.0,0.0
521,male,0,5,standard,0,1,2,1,0.0,1,0,61,51,52,0.0,1.0,0.0,1.0
522,female,1,2,standard,1,1,2,1,1.0,1,1,78,89,87,1.0,0.0,0.0,1.0
523,female,1,5,free/reduced,0,2,2,0,1.0,1,2,49,56,59,1.0,0.0,1.0,0.0
524,female,3,3,standard,1,1,1,0,3.0,1,1,52,60,68,1.0,0.0,0.0,1.0
525,female,3,6,standard,1,1,2,0,2.0,1,1,78,95,94,1.0,0.0,0.0,1.0
526,female,4,6,standard,1,0,0,1,3.0,1,0,74,77,78,1.0,0.0,0.0,1.0
527,female,3,1,free/reduced,1,3,2,1,1.0,1,0,63,73,78,1.0,0.0,1.0,0.0
528,female,2,0,standard,0,2,2,1,2.0,1,2,75,76,81,1.0,0.0,0.0,1.0
529,female,0,2,standard,1,1,2,1,3.0,1,0,55,73,73,1.0,0.0,0.0,1.0
530,female,2,1,free/reduced,1,1,1,1,1.0,1,1,43,62,62,1.0,0.0,1.0,0.0
531,female,2,5,standard,1,1,1,0,1.0,1,1,53,63,65,1.0,0.0,0.0,1.0
532,female,0,6,standard,1,2,2,1,1.0,2,0,48,66,65,1.0,0.0,0.0,1.0
533,male,2,5,free/reduced,1,3,2,0,3.0,0,1,56,56,52,0.0,1.0,1.0,0.0
534,male,2,6,standard,1,3,2,1,5.0,1,0,67,61,48,0.0,1.0,0.0,1.0
535,male,4,1,standard,1,1,0,1,2.0,2,0,65,66,62,0.0,1.0,0.0,1.0
536,female,2,4,standard,1,1,2,1,3.0,0,0,74,76,73,1.0,0.0,0.0,1.0
537,female,2,1,standard,0,1,1,0,2.0,0,0,94,100,100,1.0,0.0,0.0,1.0
538,female,2,1,standard,0,1,2,1,1.0,1,2,57,80,73,1.0,0.0,0.0,1.0
539,male,1,2,free/reduced,1,1,1,0,2.0,1,0,30,24,15,0.0,1.0,1.0,0.0
540,male,0,6,standard,1,1,0,1,1.0,2,0,51,53,46,0.0,1.0,0.0,1.0
541,female,3,2,standard,1,1,2,1,4.0,1,2,71,78,74,1.0,0.0,0.0,1.0
542,female,3,6,standard,1,2,2,0,1.0,1,0,65,82,81,1.0,0.0,0.0,1.0
543,female,2,3,standard,1,2,2,1,1.0,0,1,52,60,63,1.0,0.0,0.0,1.0
544,female,2,2,standard,1,0,2,0,1.0,1,0,29,29,30,1.0,0.0,0.0,1.0
545,female,4,5,standard,1,1,2,0,2.0,1,0,76,78,80,1.0,0.0,0.0,1.0
546,male,3,2,free/reduced,1,1,2,1,1.0,1,0,60,57,51,0.0,1.0,1.0,0.0
547,male,2,6,standard,1,0,2,1,3.0,0,1,72,70,60,0.0,1.0,0.0,1.0
548,female,2,0,standard,1,1,0,1,2.0,1,0,82,82,79,1.0,0.0,0.0,1.0
549,female,2,3,free/reduced,1,1,2,1,1.0,0,0,40,59,55,1.0,0.0,1.0,0.0
550,female,2,5,standard,1,0,0,1,0.0,0,0,59,63,60,1.0,0.0,0.0,1.0
